text,predicted_label
lagi debat loh siapa emg yg mau nikah my mum was in rage and then i said padahal gara bapak aku gamau nikah aku gamau punya suami kaya bapak leher rasanya tercekat buat lanjutin kalimatnya wkwkak pdhl pgn bilang yg bikin trauma ya bapak wkwkwkwk,trauma masa lalu
agak trauma kalo bahas nikah,tekanan sosial
tpi trauma jol ditinggal nikah bjir,trauma masa lalu
pacar selingkuh sama temen deket sendiri dan sampe nikah bikin aku trauma bertahun apalagi maia ngadepin suaminya selingkuh sama temen deketnya juga kalo aku jadi maia mah tetep di ungkit sampe modar sihgak ada kata ampun buat pelakor,trauma masa lalu
bisa bisanya trauma dan ketakutan liat org tunangan trus nikah,trauma masa lalu
masih trauma nikah,tekanan sosial
engga deh soalnya bapa ku itu trauma pertama dan terberat dalam hidup ku sampe ga ada niatan nikah takut punya laki kek dia,trauma masa lalu
ww yang dulunya berprinsip ga mau nikah karena trauma tapi sekarang dia gabisa idup tanpa suaminya definisi beneran marriage isnt scary kalau pasangan kita tau cara nge treat yang bener mpreg,tekanan sosial
banyak pasangan muda sekarang pilih kumpul kebo ketimbang nikah bukan semata soal moral tapi karena biaya nikah mahal takut gagal kayak orangtuanya sampai trauma sama sistem yang dirasa nggak adil ini bukan sekadar gaya hidupini cermin soal relasi dan kepercayaan,takut gagal membangun keluarga
kakakku masa mudanya pemes semua kakak pertama nikah umur kakak kedua setengah aku umur setengah malah lajang calon gaada pernah ada calon tapi udahan krn aku trauma takut gamau udah jadi istri tetep disuruh kerja aku mau kerja tp krn hobi,trauma masa lalu
aku minta buat nikah intimate tp narasinya ibuku sok blg ga tega masa mbaknya pesta besar adiknya engga kenapa aku hrs ada didunia ini jadi anak tengah dg segala trauma dan ketakutan ini pdhl dr dlm kandungan dunia ga berpihak ke aku,trauma masa lalu
dari yg gamau nikah sampe pgn child free cmn perkara trauma cs dalam agama cewe g wajib nikah tp semenjak diki dtng semua di trabas i can see the father figure in him thats why ak bkn tkt dia selingkuh lebih ke tkt dia knp woww amaze bgt ya plot twist hidupku ini,trauma masa lalu
feminists rejoice grown ass men crying during nikah by calling it healing of trauma celebrating love months later they call same man as harbinger of trauma and feminists rejoice divorce of same couple as some liberation of soul feminism is a mental illness,tekanan sosial
banyak pasangan muda sekarang pilih kumpul kebo ketimbang nikah bukan semata soal moral tapi karena biaya nikah mahal takut gagal kayak orangtuanya sampai trauma sama sistem yang dirasa nggak adil ini bukan sekadar gaya hidupini cermin soal relasi dan kepercayaan,takut gagal membangun keluarga
lagian ide siapa itu malah disuruh nikah korban pasti trauma dan ketakutan setiap ingat ini malah disuruh damai dan tinggal serumah,trauma masa lalu
tambahan keinginan gamau nikah juga karna melihat jalannya pernikahan ortu dan trauma yang sudah diberikan secara tidak langsung,trauma masa lalu
hapus kak aku trauma diajak nikah,trauma masa lalu
aku kalo ash blm cerita masalah kenapa dia gak pernah interest soal nikah mungkin niko harusnya tanyain sampe ash bisa cerita jadi niko juga tau dan bisa ngertiin tapi di satu posisi juga klo trauma gede emg bakal ke trigger bgt sih yangterbaik untuk niko ash,trauma masa lalu
agak trauma dideketin mokondo gak modal dahlah mikir gampang aja pembuktian cinta paling mudah tapi besar cuma dg duit sama nikah,trauma masa lalu
gak direstui karena perbedaan kepercayaan mantan gw kebanyakan orang ln orang tua gw maunya nikah sama orang indo aja sedangkan lakilaki yang deketin gw di indo itu rata mokondo patriaki suka karena fisik bkn personality trauma sama pernikahan krn aku anak broken home,tidak percaya pasangan
ga nyampe gue sm nalar isilop kl diperkosa nikahin like wtf nikah sm org yg udah ngasi trauma seumur hidup mending bundir aja,trauma masa lalu
aku mau banget nikah kak mau banget punya pasangan dan keluarga yang harmonis yang baik saja sampai akhir hayat tapi namanya rumah tangga ga selalu berjalan sesuai keinginan kan tapi harus dipastikan bisa sama terus sih kalau nggak mau nya itu kadang suka trauma aja kayakny,tekanan sosial
buat orangorang yg nyuruh pelaku pemerkosaan dan korbannya buat nikah semoga kalian dapet azab yt pedih di dunia juga ga cm di akhirat bayangin orang udah trauma berat malah disuruh nikah sm orang yg bikin trauma berat the hell is waiting for u,tekanan sosial
im yo now and still havent think bout gettin married aku aja masih kaget tiap dpt undangan nikah dr temen kek kita masih bayi ngapain nikah also me personally i hv a trauma not from my parents so yea i told my friendsfamily i wont gettin married kena judge wkwk,trauma masa lalu
melukat soalnya kali pacaran kali diselingkuhin ditinggal nikah wes trauma bgt,trauma masa lalu
resmi trauma dengan kata nikah need some times to reconcile with nikah word,trauma masa lalu
lagian aneh banget dah korban disuruh nikah sama pelaku what dia aja trauma masa disuruh tinggal bareng sama pelaku mana pelaku lakuin cuma hindari hukuman,trauma masa lalu
sbnrnya gue trauma sm cowo apa kgsi kl kek gini bnr muak ngebayangin gue bs nikah atau ada org yg buat gue gbs mau muntah jing,trauma masa lalu
jujur aku gak ada kepikiran mau nikah karena trauma liat rumah tangga ortu sendiri tapi seiring berjalannya waktu tbtb allah kasih aku jodoh yang baik yang merubah semuanya aku sebenarnya gak nyangka bisa dititik ini bisa menikah dan punya anak,tekanan sosial
dulu pernah ada kasus malah pihak isilop yg nyuruh bayangin si korban aja trauma ketemu pelaku disuruh nikah,trauma masa lalu
tpi wktu itu cwekny minta maaf ke akukrna tmenku yg klarifikasi trus org yg kya gtu trnyata kekurangan sosok peran ayahantara ayahny ninggalin diaatau ayahnya nikah lagijadi aku ngga bisa nyalahin cwek itukrna dia punya trauma trnyata ayahny nikah lagi,takut gagal membangun keluarga
temani aku berjuang please trauma bgt dulu pas kuliah pernah nemenin babi berjuang baru juga kerja bula malah menggatal sama cewe lain big no aku udah capek survive buat nafkahin diri sendiri selama ini kalopun nikah gw mau dinafkahi sesuai kodrat ajaa,trauma masa lalu
sumber trauma utama gue lah anjiirrr lo pada nyangka gak kalau dia temen tk gue ketemu lagi di sma dan dimulailah hidup gue dengan penuh kegilaan dia final bossnya tapi berwarna deh ada dia semoga lu cepet nikah sama mikasa deh,trauma masa lalu
first meet up enaknya bahas hal ringan tapi nyambung kayak hobi film favorit makanan kesukaan atau cerita lucu masa kecil hindari dulu topik berat kayak mantan trauma atau nikah minggu depan yang penting obrolannya ngalir dan bikin samasama nyaman,tidak percaya pasangan
trauma gagal nikah x,tekanan sosial
sebuah pemikiran aneh kalo korban pemerkosaan lapor malah disuruh nikah sama pelakunya jangankan liat mukanya anjing liat yg mirip badannya sama org yg ngelecehin aja udah jiji trauma,trauma masa lalu
maybe kalo nikah yes wlopun laki jaman skrg makin mengkhawatirkan tapi kalo anak skrg no gatau di masa depan gimana bisa jadi pikiranku berubah karena tulang panggulku sempet retak sempet operasi pasang pen jadi masih trauma ya emang sih,trauma masa lalu
aneh dunia ini sudah aneh dan ga masuk logika orang gila bisanya nyuruh damai nikah segampang itu kah emang kalau nikah trauma nya bakal sembuh dikira udah menuhin tanggung jawab yg ada tambah sakit jadi korbannya,trauma masa lalu
jd inget gw diajak berantem westard cuma karna gw punya hc nanti mc nikah sm li punya anak dll hanya karna dia trauma pernikahan mungkin ortunya cerai bukan berarti gw bikin hc gitu salah dong woi padahal jelas yg gw tulis itu mc gw bukan mc dia,trauma masa lalu
mbak wo yang nangis minta maaf itu sih udah kelar deh trauma banget mau nikah dapet wo gitu istilahnya duit balik juga ga bisa mengubah apa kadung ambyar,trauma masa lalu
dulu sih sempet mikir ngga mau nikah dan ngga mau punya anak karena takut nurunin trauma gw ke anak dan pasangan but who knows sekarang dibuat sayang ugalugalan sama pria ini dan saya sangat ingin menikah dengannya,tekanan sosial
anjir langsung konek gua wkwkwkwkk ikutan trauma krn gua sampe koar koar ke temen gua kalo itu cincin nikah taunya couple an anj bertujuh,trauma masa lalu
dari kasus wedding organizer pelajarannya ada yang namanya kerugian immateriil duit juta dikembaliin tapi yang punya hajat harus menanggung malu dan momen sakral akad nikah sekali seumur hidupnya rusak dan menimbulkan trauma selamanya dan semua wo ga bisa tanggung,alasan ekonomi
trauma bangt aku bzir adik kaka zone untung belom nikah dah di bobol,trauma masa lalu
nikah yes anak ngga gamau mewariskan generational trauma,trauma masa lalu
iyaa sedikit trauma gara yang aku ceritain itu terakhir kali naksir org malah nikah orgnya emang di umur segini rawan bgt ditinggal nikah makanya aku dah males,trauma masa lalu
